question_id,entropy,pmax,margin,correct,correct_answer,SelfProb,OtherProb,question_text,gap_abs,gap_signed,direction
sqa_test_131eb2d647fa8b1ff39db9a81dae557da7513ca3ac7a17881556f475d67964cf,0.44608302245382714,0.8485649675383996,0.7011064978418655,1.0,B,0.14604001602909808,0.026871455642234095,,0.11916856038686399,0.11916856038686399,Self>Other
sqa_test_1351aaf9eb3a88bf7a88b6bb17056273f7e1f3f5ac8e55fd6ffa05e37fb00a36,0.398010813719951,0.8974945993991005,0.8238237586380309,0.0,D,0.032196953876210986,0.02513777912907818,,0.007059174747132805,0.007059174747132805,Self>Other
sqa_test_145bb1a181fb6b78731a2d0813ca3dd311cc891ff024a9dbce32fc593cf47295,0.4467324075941136,0.8846938984579004,0.8281373160275537,0.0,C,0.03177799730273353,0.025247496763092483,,0.006530500539641045,0.006530500539641045,Self>Other
sqa_test_14867044fb3a7f62358e07faf0f1b77d44634f06116fe540de7df05a8f052881,1.0908182983312404,0.42945560685909734,0.0,0.0,C,0.02585337461293,0.025675294221522465,,0.00017808039140753545,0.00017808039140753545,Self>Other
sqa_test_14f1e3c9173010d1f2e2860572073d00233a7372b23dae5213450c74e6e36f2c,0.042689007305771,0.9938682969111997,0.9898065844685107,0.0,B,0.10504011999269883,0.025543717627553624,,0.0794964023651452,0.0794964023651452,Self>Other
sqa_test_153bac807d7c90afc99619e3d09b2e7e0e2de0f855b8fbab2e3c1ca46ebeefff,0.1827744656762497,0.9633510088773852,0.9406951672968642,1.0,C,0.1425533409539668,0.04873701030437344,,0.09381633064959335,0.09381633064959335,Self>Other
sqa_test_155028f403d247eb7cac8f81c0106f9fd143db2725e6628bf3d1473422594421,0.9336771251727475,0.6389077684310804,0.40386671460625445,0.0,D,0.03868327640708241,0.02510499540409487,,0.013578281002987542,0.013578281002987542,Self>Other
sqa_test_15538d546d7e36a62e309334857fcff86ef517794614c4a27332091d494b8ec3,0.7028699966862452,0.6179133573552337,0.24312993873448374,1.0,B,0.16793577634594758,0.02638162060246073,,0.14155415574348684,0.14155415574348684,Self>Other
sqa_test_159d9448f64aa9e7a3deae7a1a46f1e59b029b1c8cba82fdf588697b3b370f52,0.8377862128550426,0.6814525285047818,0.4307601083062823,1.0,B,0.02612619912806272,0.02501801847499796,,0.0011081806530647588,0.0011081806530647588,Self>Other
sqa_test_15bc7b9ba95e2904e7434586de3e2bf03b9e89328c97b4b4b82075f06adc81e6,0.334958559248443,0.9021195229812998,0.8070368198380026,0.0,C,0.18123070118480786,0.028283668203398688,,0.15294703298140916,0.15294703298140916,Self>Other
sqa_test_164b44c3693dc77003947fc33061b02f042e09586c3bdce4380178a0448b3ac0,0.40407509694911,0.8754797643778858,0.7569964572012652,0.0,A,0.2800184469440098,0.0517066530054915,,0.2283117939385183,0.2283117939385183,Self>Other
sqa_test_1708f1d366967826783a38c86b6be67d85f997ee999f5927d75ae0218fc891a4,0.0068978924645620695,0.9991655785803242,0.9983615169935237,1.0,A,0.16195432042839808,0.026591579565031793,,0.13536274086336628,0.13536274086336628,Self>Other
sqa_test_176d27456f273f7d425ca2303859c1c5cbde35918e88d84cae85535e13e6ef22,1.0281811597067543,0.5482603748449987,0.21572366781669888,0.0,D,0.026119944101189542,0.02582686603011994,,0.0002930780710696003,0.0002930780710696003,Self>Other
sqa_test_17a49c6117aa8b83f2280eec0a3249eea7d2bee31c638f2c44f0758ea5b90d0e,0.16725477047546172,0.9700547084058238,0.9592783721615689,0.0,A,0.030042747203788887,0.025597974636551012,,0.004444772567237874,0.004444772567237874,Self>Other
sqa_test_17eb7a6d8a1cad6f23e032cc5b214a794c4e9b8ae3135cdbaff2ae050edb228b,0.6272675441696164,0.7905366103027525,0.6141440472142484,1.0,C,0.1392858461693096,0.0303584314146996,,0.10892741475461001,0.10892741475461001,Self>Other
sqa_test_17f204584ddc1444ec81fe4914c3d0a519e179b2b1da59d8695078cfe9cf017e,0.6407625109385242,0.8052329624067045,0.6653044676435903,1.0,B,0.03501391659897387,0.025095291334118117,,0.009918625264855752,0.009918625264855752,Self>Other
sqa_test_17fedaee4f9277cad988a4b0b8c346339beb3af37f532e4ab36fe8df298b84b4,0.9660562967475544,0.6458240947745827,0.46079236612190067,0.0,A,0.03140123333105971,0.025486275153806588,,0.00591495817725312,0.00591495817725312,Self>Other
sqa_test_18b8b8ed2caa571b13c9e7f1327da5057e7dabb426ce097b606d3166ac05c761,0.5824362349433455,0.7999375918592578,0.6214473702609724,0.0,C,0.031133524951823466,0.025640397722315803,,0.005493127229507663,0.005493127229507663,Self>Other
sqa_test_18e58bf28a569c55ff6beaef0a5928838393bd42e3d161e81866dc09c5405fb7,0.012583947055507444,0.9985067540031718,0.9975962338097244,0.0,C,0.18677256708537793,0.06229650852350853,,0.1244760585618694,0.1244760585618694,Self>Other
sqa_test_1928d080a752df8aa7eec8daf0b6135ae37cd391863318ff547e6efe65c96f8b,0.0456962419586054,0.9934200744208356,0.9893601939424519,0.0,C,0.0291583488728723,0.025056673166673486,,0.004101675706198814,0.004101675706198814,Self>Other
sqa_test_1954acb620b812f8ddca578b7dafffb1e0820cc8afef618fb9c0c71a70d1b4f2,0.0028068802016075105,0.9997127556880232,0.9994822620641247,1.0,B,0.15620832911326243,0.026344089598960962,,0.12986423951430148,0.12986423951430148,Self>Other
sqa_test_1984659f182697f6dd5382ae3be5592b54e45c49729e4236d81da3f7a4a0ec3c,0.9015331670348106,0.7030404227308957,0.5461708865909023,1.0,A,0.025259977739333403,0.025019895033398125,,0.00024008270593527808,0.00024008270593527808,Self>Other
sqa_test_1aecf58a502ecc6d38940533b62f419a813541ae136c3fa709e08d3786d82de5,0.8296266244402698,0.597145633166329,0.23495849833743732,0.0,C,0.025440205703944372,0.025046507202119643,,0.00039369850182472896,0.00039369850182472896,Self>Other
sqa_test_1b58a69b2ee6cf738ff0ba34bfdd2e0a299aaa5e3887de721adfbbc444ad56ef,0.004619946494177221,0.9995211532125781,0.9992600197065845,1.0,A,0.10653155548514995,0.029918547630658755,,0.0766130078544912,0.0766130078544912,Self>Other
sqa_test_1c5c8e1e8432806b694bc23c5af3ed0116f60372ef5f62ee2623759a38205de2,0.8484832325665369,0.7070333165441248,0.5044648858512736,1.0,B,0.029522501991003845,0.02513909758377776,,0.004383404407226083,0.004383404407226083,Self>Other
sqa_test_1c921e6a98fa31a8a63be79eb3fc873df634701c6bc787f314ad6ae7c3e848b9,0.7101443722983569,0.708847607997575,0.4480771150054501,0.0,C,0.03351710455382803,0.025183653590400305,,0.008333450963427726,0.008333450963427726,Self>Other
sqa_test_1cf225649b6fc038c2d9ed7d37f6db49934aca56f02077b84872977708d719a7,0.5835507196922699,0.820859321167446,0.6782153769146078,0.0,B,0.07139363428490837,0.02623574091403469,,0.045157893370873683,0.045157893370873683,Self>Other
sqa_test_1d41a3b56670366604e9b494ae80c84b4ee96e744b6a2999b85dd52830db146a,0.08611572463694857,0.9853722870414517,0.9744257914897095,0.0,A,0.028838207645294142,0.025609897185941186,,0.0032283104593529566,0.0032283104593529566,Self>Other
sqa_test_1d47b1567644d647f6e76152a619dd069bc03442e2080fe9818a79d2db73aeb1,0.6350378033474611,0.7243133395475293,0.4578533211972555,0.0,B,0.07020859651761868,0.02523724715802227,,0.044971349359596416,0.044971349359596416,Self>Other
sqa_test_1d5cc5893b997cf36c8439c4c29b8c57a26138fe7a61c4123b54b1ade0c88087,0.29763621182469896,0.9386576696397322,0.9165825605732715,1.0,D,0.0685702393754398,0.02522570873582059,,0.043344530639619204,0.043344530639619204,Self>Other
sqa_test_1d6c1c8c4342066408110a7349266ffcd9403faecddb14ef5d577ffc2c82eba3,0.6382427873441843,0.8023405888966297,0.6629146966184947,1.0,A,0.42386494364589333,0.0644664995910526,,0.3593984440548407,0.3593984440548407,Self>Other
sqa_test_1e69ec1402b021d12c7cf8dac7ed8794a8d6462d09e49ae6990610d66c6e7b82,0.48860734973580194,0.8161037929813706,0.6340064229556963,1.0,D,0.02838278453636824,0.02722129921957939,,0.001161485316788849,0.001161485316788849,Self>Other
sqa_test_1ea7dfddf44e773a56ef8f2af7f79e5e18f29f19c8c057ba9b2e5e91f0f10fe4,1.0810899353284373,0.4727925279320521,0.10458133694826088,0.0,C,0.029758395820456435,0.025087691251847736,,0.0046707045686086995,0.0046707045686086995,Self>Other
sqa_test_1f46dac76a56893995a4ff37054334d72f83330088032e6d94336dbddb389c9b,0.5760883953827876,0.8501881405133795,0.7804004419297775,1.0,D,0.026140786481267827,0.02518021578002513,,0.0009605707012426967,0.0009605707012426967,Self>Other
sqa_test_20289e6416d5e2dc2dbdf8f291b19af74f1b9e3da118cb9cb6135b91e890b1b0,0.1240502398404823,0.977989737067107,0.9640394667505486,0.0,D,0.026767438040747722,0.025211640924803255,,0.001555797115944467,0.001555797115944467,Self>Other
sqa_test_20d084df9d7565f16ca67c2fa338e73fc4527114b094ea39e33a4f16b438750f,0.018272288921585448,0.9974382361637225,0.9949658338772425,1.0,B,0.478652636709372,0.028549626172129305,,0.4501030105372427,0.4501030105372427,Self>Other
sqa_test_20dffbea5716c531a77979d8a6c40e019b3c0fe73a78dd3515c6fd1a489aff67,0.0022727405900070125,0.9997772221135741,0.9996187960377356,1.0,D,0.5248242640689659,0.04768784934198541,,0.4771364147269805,0.4771364147269805,Self>Other
sqa_test_2142d7e1b0992351c0ee13500abe1c81f344433de0fb8d26d5d006956011038d,0.33978376159993323,0.9014032309296474,0.806396022293515,1.0,D,0.032520761808435,0.02506683987059352,,0.00745392193784148,0.00745392193784148,Self>Other
sqa_test_21be5940c51b012dca48e3094b839370df6ba8d2cf541026b70ed073d2c4516c,1.184858051465132,0.5174255184171639,0.2730109954139754,1.0,D,0.025731763991979496,0.02504823671585307,,0.000683527276126427,0.000683527276126427,Self>Other
sqa_test_220a028ad281eca22f44ae436c486c3a9193f55e196145a831bf10c8a926c302,1.1087317666671586,0.5431959352428146,0.28660834384923484,1.0,D,0.030503216733659123,0.025996696041581335,,0.004506520692077787,0.004506520692077787,Self>Other
sqa_test_222831aa836c0e46757f46de7163e1afded2b5588e7ef0cfc48ff9de3758e708,0.771432342825798,0.7533383204554014,0.6224277614618478,0.0,B,0.04251799842266357,0.02583657325525777,,0.0166814251674058,0.0166814251674058,Self>Other
sqa_test_2324ed0c2b5286cd6fd8abd449820445010572523119ce1d147e05e837bd3a69,0.14045988669897197,0.9697616586477801,0.9404773951042533,0.0,D,0.03157468173678343,0.025515568866535717,,0.006059112870247716,0.006059112870247716,Self>Other
sqa_test_23bf3d16b302a4573076cfd796545b94d76df49d57e95fed64e0b003d4ae3aad,0.12381757866485449,0.9752303211489713,0.9522951027323174,1.0,D,0.09181110093548803,0.030323143078224778,,0.06148795785726325,0.06148795785726325,Self>Other
sqa_test_24164edc4dd52f0703c33fc8b39908d4af044b792715b1e7413b63888f94e848,0.9226707836672621,0.4596212681969929,0.0,1.0,B,0.02613285138074719,0.025391664465365556,,0.0007411869153816329,0.0007411869153816329,Self>Other
sqa_test_2507bd9e35f127a91b625b005d6538af966c4fde089dbb7b25661f164f17ba5b,1.1881571893428318,0.4052822012323222,0.08964810554768698,0.0,B,0.05013397315454425,0.02541296360605863,,0.02472100954848562,0.02472100954848562,Self>Other
sqa_test_2544b072d5c93430298e085d254e35f45e0d6dc07f20f96d09ffe1a9ff4a29ae,1.1930214704869953,0.4871416721463355,0.19167532997707015,1.0,D,0.026946985829700194,0.025169004199484677,,0.0017779816302155166,0.0017779816302155166,Self>Other
sqa_test_26c3d260ee5a479f032ac0d9ead52a49ce695c514191779760ac07833abb82c8,0.24510178255750698,0.9437437689895075,0.8967575320407823,0.0,B,0.05767807648331568,0.025284819775250364,,0.03239325670806532,0.03239325670806532,Self>Other
sqa_test_26e8ad0f7720b08b86cb2d048a7fc1e47dde61694696a6e9cbbae88ac2ede4ae,1.120537566913843,0.5013737055109964,0.2645415224874806,1.0,D,0.04884096124676529,0.025426731715558072,,0.02341422953120722,0.02341422953120722,Self>Other
sqa_test_273b41ec5183303b7aaa5ee57d91ee8b2605cb147edecb1a2733259d7012003d,0.7367451875158733,0.5570542481280158,0.12321996347266445,0.0,A,0.026394793135001725,0.0251564645936043,,0.0012383285413974238,0.0012383285413974238,Self>Other
sqa_test_276854f51b80e349a793cc19836bd798158a5c3bd3dacb505876f8fb2df9cee6,1.1568114489395227,0.5349680066183881,0.28226701350532774,0.0,D,0.0291400037565263,0.025110085256071824,,0.004029918500454477,0.004029918500454477,Self>Other
sqa_test_27c134ce9b858cc48817767324e69980242dfa1557f2326d0da1e1114c18b2ae,0.10602518644540655,0.9799047485154059,0.961957166628512,1.0,C,0.029015762893116817,0.025028827466421388,,0.0039869354266954295,0.0039869354266954295,Self>Other
sqa_test_28224f2d8758e2bc6c4c382ffd6e591d36b4eb8627813d876254a98650de100c,0.2692844068810595,0.933379143056458,0.8737102076339317,1.0,C,0.03939485100676897,0.025083743413434872,,0.014311107593334097,0.014311107593334097,Self>Other
sqa_test_28aba0dfc75bb8f068c1f12229d3c8e316bc3ebf416ce4e39842b5a556049844,0.006880232610299945,0.9992581511020675,0.9989229372101519,1.0,A,0.027623160050132295,0.025124630264900465,,0.0024985297852318303,0.0024985297852318303,Self>Other
sqa_test_28cbd1317841e2a14443359a117b343154b9735b3eac075af187bb39c426c338,0.0012334535896303556,0.9998890693223587,0.9998307811107985,1.0,C,0.03366497953846989,0.02644298974662124,,0.007221989791848651,0.007221989791848651,Self>Other
sqa_test_290f6d7bd6975890b960ba26749a8c4c0c883f82be4c28237b0db8010cfc938f,0.3741322991731584,0.879794113418381,0.7607269349859569,0.0,B,0.06773080347611235,0.025383116097657664,,0.042347687378454686,0.042347687378454686,Self>Other
sqa_test_2943d268c3594d7f906b12583ffdcb2eb7e0e9b079995e7d37f4653525ea1259,0.7393047972262371,0.7377479918806784,0.5263796344350885,1.0,B,0.027502591913419472,0.025281409321956005,,0.002221182591463467,0.002221182591463467,Self>Other
sqa_test_2a4905fd4d35830c1cf5cba4ab46ce92a8d7527264de0fc49bfded30d784f23a,0.09217988812572071,0.9835280977714184,0.9694988260645206,1.0,D,0.18124420733808938,0.02578104563522955,,0.15546316170285984,0.15546316170285984,Self>Other
sqa_test_2b448f97daebf8584a8a0e5640e1e633d1d0c6d437847a8f9c433db59d23220e,0.036740766222641816,0.9948982012856522,0.9917316583120697,0.0,B,0.1114899813140991,0.025151480570188175,,0.08633850074391092,0.08633850074391092,Self>Other
sqa_test_2b5c8a480083a8e32c7bcde90897a66ea9c806fa90f789e79ca9b7a4b0fb61bf,1.0415409679557226,0.5837367140304811,0.30799898184503804,1.0,B,0.03062724318456559,0.025083366159409735,,0.005543877025155856,0.005543877025155856,Self>Other
sqa_test_2b657b2d39a6646123ae93971f878545321c175418b6736dc9d2cf9d8998b3ee,0.8010563926815729,0.7573131913884421,0.6548219900241128,0.0,B,0.09024808509935052,0.027395310018747027,,0.0628527750806035,0.0628527750806035,Self>Other
sqa_test_2b783ac39edc0407f7473cdf4a425b12d936f4650866f259327debf70a565329,0.15136082770583972,0.971913837396809,0.9541126130280039,1.0,A,0.026965170320015077,0.025145040509542627,,0.0018201298104724498,0.0018201298104724498,Self>Other
sqa_test_2bcf264e731b9b0252d2fbb87a01fe2855e8145e00484327930248f72752a175,1.156811448660853,0.5349680083022551,0.2822670143937923,0.0,D,0.026797180425371846,0.025485636995659547,,0.0013115434297122988,0.0013115434297122988,Self>Other
sqa_test_2be7573710163c8e869a5760d9af3858cb67d503f68c42d09a7aa565a73e8e0b,0.25442099548703817,0.9446498666663846,0.9080218206380072,1.0,B,0.032924203492760346,0.02583548670890847,,0.007088716783851874,0.007088716783851874,Self>Other
sqa_test_2e33094a0dbc59658530a849dfedf904df4a3852f4cf4e383683de05aef57f7d,1.2272647835097328,0.42582242594334496,0.1675480382267895,0.0,C,0.02577806655957003,0.026050315242430813,,0.00027224868286078105,-0.00027224868286078105,Other>Self
sqa_test_2e6ae3cb9e1b010d46c351f0f5ace3bb5251468a1afc36f420e972bc0f474906,0.0008509790311439368,0.999924881825123,0.9998734408414235,1.0,A,0.1400565487823357,0.03256240159499144,,0.10749414718734426,0.10749414718734426,Self>Other
sqa_test_2e8d93fbccaa6259b8ef00fd72d02bf3db0393b1cfc84ee64d975df387d2d7ab,1.166780374107195,0.546998626526503,0.3457690654841704,1.0,B,0.02571424265342594,0.025026738631825314,,0.000687504021600626,0.000687504021600626,Self>Other
sqa_test_2f2907220849e57cf230725b790684e5bc4557972c536c91701368ed9427c3c9,0.08645670010387276,0.9859580750868783,0.9774278646062969,0.0,C,0.0618276705797212,0.026266727880476747,,0.03556094269924445,0.03556094269924445,Self>Other
sqa_test_2f5857417b03e814e8ee87240dfe08b4bb9c6735066fa08bf9d7352de5b4bf09,0.21546315886214687,0.9492739406191535,0.9020123810802377,1.0,A,0.02783235977702493,0.025121644047411785,,0.0027107157296131466,0.0027107157296131466,Self>Other
sqa_test_2fc368d66e725c10e5825438c6f55c6dd956b73760760aaa6f0ec6fdb26b9e09,1.099198561949477,0.5109957815329161,0.20106117304938387,0.0,B,0.02542305538673007,0.02565689896632109,,0.00023384357959101848,-0.00023384357959101848,Other>Self
sqa_test_3019552f850225dd7ca9b9ffa571582178e3ce3fbd43a6087d0ce07cf966078a,0.5975136136077706,0.844033526585767,0.7747510388146185,0.0,C,0.06268314805236752,0.025235771360913522,,0.037447376691453996,0.037447376691453996,Self>Other
sqa_test_31ae5a241cd1785239ce2a1e4f1d134e02beb96a622728f1e49f868bd49b6a68,1.3251331312964703,0.3177952409322493,0.0,0.0,A,0.025620368238829225,0.02508465250830564,,0.0005357157305235852,0.0005357157305235852,Self>Other
sqa_test_31df179edfe803fe804b5d7922a4e9a9fb0969ccde32be80989dcc653366344c,0.13472292753402618,0.9748833371125323,0.9570277243216603,0.0,B,0.05704413333199688,0.025025100269847587,,0.03201903306214929,0.03201903306214929,Self>Other
sqa_test_323d9402aac5abb4ab45d7ae3b90c6fdc9b625de921d31f8fb2a493843a98fed,0.06958718979446317,0.989072607222361,0.9838824311027166,1.0,B,0.026319603092986747,0.02614926652269204,,0.0001703365702947074,0.0001703365702947074,Self>Other
sqa_test_32ad377a70f49efc8d88b2b9779cd6a86367479afab98fcf2a4d8bca9b4e57a8,0.4900117553546551,0.857933895219322,0.7418251737019891,0.0,D,0.03129362244278654,0.025503311701488736,,0.005790310741297801,0.005790310741297801,Self>Other
sqa_test_32e1ad3ca1ec8303290351aca251a5db7b7e062ac9744c67153b9abdd827162b,1.2141078831560865,0.45162376093410567,0.1777001032728419,1.0,D,0.0857099575891401,0.025999757333175312,,0.05971020025596479,0.05971020025596479,Self>Other
sqa_test_333d7e53539ac17ce58c63b524997bedeb6db077ca02b23dbddbe7982f94cce4,0.740974351646338,0.6129012366520398,0.24115784524678924,0.0,C,0.2805321115626746,0.11744198600710139,,0.16309012555557323,0.16309012555557323,Self>Other
sqa_test_33467b90a04ad222ae543b4bf210b99341fa005a34f9f0a20e1d58478901b65e,0.6990245278400522,0.7637657622362036,0.5933465701558895,0.0,A,0.08654515028940078,0.025462381961234043,,0.06108276832816674,0.06108276832816674,Self>Other
sqa_test_348f0a3da53b0a075cc1843093bb073815fd8230d2e69e5c2fbc4379b7cc0800,0.2065383430161221,0.9584632434141026,0.9359223488630204,1.0,C,0.025827736604057544,0.02520541689213892,,0.0006223197119186244,0.0006223197119186244,Self>Other
sqa_test_350e6e1b8effa2e1195d87025e6aa577fab644332fc8861641a7f41c386e6478,1.0171172050460706,0.5626869901813518,0.2968924763571694,0.0,D,0.026428003840254472,0.02554709746634598,,0.0008809063739084917,0.0008809063739084917,Self>Other
sqa_test_351e84443eb31b7e1568c6df9f603dc24a0a3243d0f501199541e5429fe6ab1b,0.5386965352890986,0.808131770722233,0.6278131831782097,1.0,A,0.03178368780841928,0.02523276890638346,,0.00655091890203582,0.00655091890203582,Self>Other
sqa_test_35766a883343437651c02d42efa2dc96909bbba2793596bdf1caeecd02dde32b,0.0014673548420718694,0.9998607254438782,0.9997518318408127,1.0,B,0.027226988871777442,0.02503155724326123,,0.0021954316285162125,0.0021954316285162125,Self>Other
