pair_id,A_qid,A_Self,A_Other,A_entropy,A_pmax,A_margin,A_correct,A_question_text,B_qid,B_Self,B_Other,B_entropy,B_pmax,B_margin,B_correct,B_question_text
intro_009,sqa_test_a5a8e9ef594ee09aed97f76fe279d0fcbf91b927076d1601de65112dc8490a8e,0.6808373140231487,0.17173453915862052,0.0052318207767729705,0.999437085392127,0.9991018117016209,1,,sqa_test_10f76735391f41160a7cd48281a1fdb0e04af1e5a47e0e2ffc160abf48b35f10,0.025727002746092634,0.025271295865057383,0.7987372871172359,0.6516107635646966,0.3438116334507005,0,
intro_016,sqa_test_699217e05f0ab897577a7cf62d664b48b6e07ddb19209d17cf764b04345da2c3,0.28722483241306324,0.04948135958552093,0.0008737172061279268,0.9999241044942948,0.9998887496683416,1,,sqa_test_5384d4ae721c7c7bf1fb645a8969c9aaf6b33785dfa52a0db2842a7024412faf,0.026020001858925574,0.025319770937385938,0.9866710697689172,0.6743619723709001,0.5571754401038506,0,
intro_020,sqa_test_fcfba6f3e0f42b43e146ca4066db9b84d049661c70cc17d09ad100738eef850a,0.2689654651360155,0.02607360375227986,0.0016639467360512745,0.999844835427881,0.999760030326064,1,,sqa_test_159d9448f64aa9e7a3deae7a1a46f1e59b029b1c8cba82fdf588697b3b370f52,0.02612619912806272,0.02501801847499796,0.8377862128550426,0.6814525285047818,0.4307601083062823,1,
intro_006,sqa_test_9d6461c01ef5e4a76979b171cd5f30c6219297d9bb191f4e0959becc6e88d336,0.7210934257299346,0.0262562781741063,0.0007076175079878977,0.9999400755381729,0.9999157761572403,1,,sqa_test_d87c4b8275b9cbc95362d9039f657e9db3e258363b4545b1f39f61ab55f330bd,0.02546172873004914,0.025066145142749158,1.0015098589722298,0.622827394455938,0.39370198015181457,1,
intro_000,sqa_test_8e12cf0b4ea504403976485e99f13f469492029ac64dec21a92f2b014ba5e183,0.9491778876341986,0.025112807944562086,0.0005578213586276605,0.9999538220276746,0.9999371210961068,0,,sqa_test_f0e2d2594d02aef81dbfdeb949ee73291cdc4d3c8157cd3e243981413c6c0770,0.02524927230393554,0.025023049535335722,0.7032159627783341,0.8002736121369003,0.7159254040354394,0,
intro_031,sqa_test_1954acb620b812f8ddca578b7dafffb1e0820cc8afef618fb9c0c71a70d1b4f2,0.15620832911326243,0.026344089598960962,0.0028068802016075105,0.9997127556880232,0.9994822620641247,1,,sqa_test_661508102b2d53713ff201ba2fdb931f597b9c55a127e84d10bb50d31748bc2d,0.026539842978735437,0.025089495616778607,0.823973982254061,0.6839923171700135,0.43236557576770573,0,
intro_017,sqa_test_e6b2d7471cb9df7fc331a4a124275c4b9cbffbcbde5e3eca253ee023373a13fc,0.28637979473732,0.07849040163114827,0.0334314660212909,0.9953327618198745,0.99216483555536,1,,sqa_test_45f627873f3eaf364c2176206bdb82a85b3ef8f81d73bad84c5583da223cf4cc,0.026063611332938854,0.025644468390974316,0.9406819167350818,0.5711987506579959,0.22474919559436968,0,
intro_015,sqa_test_819e4e2ae832d3da5dcb0d49c9cd63a4f9f8898ac7d5832f87db72165d74ed8e,0.3247074632007169,0.03422691416441767,0.05240731924032632,0.9911111036166551,0.982536312922875,0,,sqa_test_625d3f801a785d26deb2eaf4e7032320ba385055f8f87ad2e3b4536c1e76e631,0.0259425842077612,0.025020341862049985,1.002794229603374,0.5959823548317724,0.3767326730516225,1,
intro_028,sqa_test_1708f1d366967826783a38c86b6be67d85f997ee999f5927d75ae0218fc891a4,0.16195432042839808,0.026591579565031793,0.0068978924645620695,0.9991655785803242,0.9983615169935237,1,,sqa_test_a72a67ff8fd988ebc63fa9d4bd35938319dcf3436dbd9a0349969c6ff9f7d410,0.02645591714479936,0.02502413407476488,0.8519922414519707,0.7050312406282861,0.5030364082519913,0,
intro_019,sqa_test_a105521f0184048669e68b04356694ade0664a4dbf5024f8ffd548e4932b0e6f,0.2806027020154392,0.027128773850793073,0.002244346079874434,0.999779485766536,0.9996210594454173,1,,sqa_test_7652ae8935cdb13a46af5ff110f2c7b7a802cf585a0615dffffcfc095ecc759b,0.026079397105874078,0.025073718727017663,0.7182444121974011,0.799097302501486,0.7148730752536239,1,
intro_022,sqa_test_cbefa66845ee772d343077afba89e716060aae5630c3ee0e2d45e2e3f23722a5,0.2542274966444523,0.1502695246676641,0.012473210486518225,0.9984606734537842,0.99729159635137,1,,sqa_test_8d36f1f883b68f4d5071e76b369555e1a68d9af6dd8d8e74191271544e17034a,0.026293145681281816,0.02502815913169327,1.0345242493317572,0.6042524223623188,0.3819603391482602,0,
intro_026,sqa_test_2a4905fd4d35830c1cf5cba4ab46ce92a8d7527264de0fc49bfded30d784f23a,0.18124420733808938,0.02578104563522955,0.09217988812572071,0.9835280977714184,0.9694988260645206,1,,sqa_test_350e6e1b8effa2e1195d87025e6aa577fab644332fc8861641a7f41c386e6478,0.026428003840254472,0.02554709746634598,1.0171172050460706,0.5626869901813518,0.2968924763571694,0,
intro_034,sqa_test_2e6ae3cb9e1b010d46c351f0f5ace3bb5251468a1afc36f420e972bc0f474906,0.1400565487823357,0.03256240159499144,0.0008509790311439368,0.999924881825123,0.9998734408414235,1,,sqa_test_f7ab916f77103b9e18539004f97cee90e459f2e4c65fc1d8925fea0f76555109,0.02667981689710509,0.02503233476719383,0.9259778897539716,0.5740108789266072,0.22585568184902355,0,
intro_003,sqa_test_9a2eea65cb48b8e7ce6532236545e7ce3d5d0d48762fc6aba5a53299f6915b86,0.8267977880472608,0.03478956818068809,0.0002666680116087634,0.9999788209739796,0.9999658139487022,1,,sqa_test_59e99cdba70c49380b0d60cd42c985acff882aa49991cb0281df3ae97f782217,0.025326199364540652,0.02502894079525937,0.8187893278316485,0.7559610380840788,0.6536528399281482,1,
intro_008,sqa_test_1215fa2d1ee9186c75c96c26d6adc91f1eb4282d00d28092fdd2fa3d14ab9200,0.712004994858979,0.027657476094425478,0.003585119822361387,0.999642468767058,0.9995026771600795,1,,sqa_test_127c45a6feaccb8a4e88692ab4d675438c49527bf5813b3e9f0620b1b9a7c364,0.025540446626390025,0.025057531188413393,0.7221849703258345,0.5587761372497918,0.12360086993650715,0,
